Fecha;F_Alim;T_Alim;T_Vap;P_Vap;T_Acond;t_ret;H_Pelt;T_Pelt;Fn;PDI;DGM;Prodt;Q_Vap;M_Vap;H_Add
24/08/2021;26.66;20.14;170;110;79.2;95;12.36;25.86;3.02;91.88;3863.6;90.93;1281.5;3.09;10.38
25/08/2021;22.74;19;170;110;75.33;95;12.7;25.17;2.57;92;3852.33;91.707;1042.55;2.51;9.94
25/08/2021;19.64;19;170;110;76;95;12.77;22.33;2.93;92.2;2711;89.488;911.13;2.19;10.05
26/08/2021;28.08;19.85;170;110;77.83;95;12.53;26.03;2.77;91.83;3802.5;88.953;1325.07;3.19;10.21
26/08/2021;27.6;19.86;170.4;110;78.2;95;12.68;23.06;3.14;91.8;3824.6;90.048;1310.51;3.16;10.26
27/08/2021;32.7;18.13;170;110;76.75;95;12.78;24.53;2.65;92.1;3815;91.401;1560.12;3.76;10.31
27/08/2021;32.68;18.13;170;110;76;95;12.75;21.45;2.8;92.1;3851;89.47;1539.22;3.71;10.19
31/08/2021;27.94;20.15;171;110;73.5;95;12.2;26.75;2.65;92;3831.5;89.118;1213.18;2.92;9.47
31/08/2021;24.04;20.15;171;110;76;95;12.2;23.35;2.95;91.9;3833.5;91.147;1092.75;2.63;9.87
1/09/2021;22.99;19.96;170;110;73;95;12.4;26.56;2.58;92;3818.13;92.019;992.45;2.39;9.42
1/09/2021;28.88;20.08;170.11;110;76.33;95;12.4;23.33;2.93;92.02;3829.67;96.205;1322.16;3.18;9.93
2/09/2021;35.1;20.1;170;110;74;95;12.9;26.4;2.4;91.6;3851;95.523;1539.79;3.71;9.56
2/09/2021;39.6;20.1;170;110;77;95;12.7;23.3;3.2;91.5;3807;92.937;1833.89;4.42;10.04
3/09/2021;26.27;19.43;170;110;77.25;95;12.43;22.93;2.4;92;3863.5;94.893;1236.24;2.98;10.18
3/09/2021;31.69;19.2;170;110;76.67;95;12.37;26.27;2.6;92.07;2675.33;91.93;1482.27;3.57;10.13
4/09/2021;32.67;18.85;170;110;76.5;95;12.75;25.2;2.7;91.8;3877;94.756;1532.9;3.69;10.15
4/09/2021;32.52;18.85;170;110;77;95;12.8;22.15;2.35;91.8;3802;95.712;1539.09;3.71;10.23
6/09/2021;29.49;16.1;148.51;90;62.44;83.13;10.6;19.1;1.6;91.2;2223.09;95.59;1112.23;2.53;7.91
6/09/2021;27;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.82;96.344;1018.54;2.32;7.91
7/09/2021;30.6;19.46;170;110;75.14;95;12.29;25.59;2.53;92.06;3869.57;94.843;1386.71;3.34;9.84
7/09/2021;28.8;19.8;170;110;75.13;95;12.31;22.99;2.19;92.1;3836;95.641;1296.94;3.12;9.79
8/09/2021;30.24;23.18;170;110;75;96.25;12.83;29.5;2.6;92.05;3857;95.777;1275.39;3.07;9.22
8/09/2021;23.78;23.23;170;110;53;95;13;26.4;2.2;92.27;3887;91.836;576.18;1.39;5.51
8/09/2021;23.25;22.5;170;110;76;100;12.1;25.6;10.2;92.21;2213;87.213;1012.38;2.44;9.49
9/09/2021;33.86;18.55;171.25;110;74;95;11.24;23.73;3.33;92;3843.5;95.103;1528.11;3.68;9.8
9/09/2021;34.27;18.55;171.25;110;74;95;11.21;21.75;2.6;92.05;3857;92.264;1546.61;3.73;9.8
11/09/2021;33.53;18.88;170;110;77.6;95;12.1;25.08;2.92;92;3842;95.805;1602.45;3.86;10.32
11/09/2021;33.57;18.88;170;110;78.8;95;12.08;22.02;2.72;92.08;3824;92.603;1637.15;3.94;10.51
13/09/2021;33.75;21.75;170;110;75;95;12.1;28;2.5;92.1;3852;94.513;1462.71;3.52;9.45
13/09/2021;24.9;21.65;170;110;78;95;12.15;25;2.5;92.4;3829;95.934;1141.98;2.75;9.95
14/09/2021;27.06;21.5;170;110;76;95;12.38;27.85;2.2;92.11;3460;95.291;1200.3;2.89;9.65
14/09/2021;24.69;21.5;170;110;74;95;12.38;24.65;5.4;91.85;3466;93.447;1054.98;2.54;9.33
15/09/2021;24.15;16.11;148.51;90.02;62.44;83.18;12.5;19.1;1.6;91.2;2217.62;95.05;910.64;2.07;7.91
15/09/2021;29.09;16.1;148.51;90.02;62.44;83.18;12.67;19.1;1.6;91.2;2218.89;94.432;1097.15;2.5;7.91
16/09/2021;29.79;18.6;170;110;76.67;95;12.36;24.87;2.67;92.07;3894;94.882;1407.95;3.39;10.22
16/09/2021;28.8;18.4;170;110;79;95;12.4;21.6;3.1;92.1;3889;92.097;1420.46;3.42;10.62
17/09/2021;15.13;16.14;148.56;90.09;62.49;83.38;13;19.1;1.62;91.2;2226.55;93.548;570.76;1.3;7.91
17/09/2021;15.13;16.19;148.59;90.15;62.55;83.64;12.1;19.1;1.62;91.21;2231.75;94.531;570.88;1.3;7.92
18/09/2021;32.71;22.25;170;110;74.75;95;12.18;28.48;2.55;92.15;3829;95.345;1397.67;3.37;9.33
18/09/2021;32.91;22.38;170;110;77;95;12.15;25.65;2.45;92.4;3852;95.25;1463;3.52;9.67
20/09/2021;36.11;20.64;170;110;78;95;12.15;26.82;5.96;92;3597.8;92.769;1685.78;4.06;10.11
20/09/2021;31.79;20.38;170;110;77.75;95;12.45;23.58;6.9;92.4;3328.25;92.486;1484.36;3.58;10.11
21/09/2021;29.64;16.1;148.51;90;62.44;83.13;10.6;19.1;1.6;91.2;2223.34;95.467;1117.89;2.55;7.91
21/09/2021;26.62;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.75;92.257;1004.21;2.29;7.91
22/09/2021;24;17.63;170;110;77;95;12.08;23.92;6.33;91.98;3480;91.879;1159.69;2.79;10.43
22/09/2021;22.17;17.55;170;110;74;95;11.93;20.85;4;91.83;3474;95.553;1018.58;2.45;9.96
23/09/2021;33.89;18.43;170;110;77;95;11.97;23.63;2.67;92.47;3888.33;95.953;1615.52;3.89;10.3
23/09/2021;33.75;18.27;170;110;74.67;100;12.1;21.37;2.53;92.6;3901;92.903;1549.24;3.73;9.96
23/09/2021;33.75;17.75;170;110;77;95;12.2;24.05;2.7;92.5;3882;96.293;1627.52;3.92;10.41
24/09/2021;26.6;16.11;148.51;90.02;62.44;83.18;12.7;19.1;1.6;91.2;2218.03;93.356;1003.02;2.28;7.91
25/09/2021;32.54;18.52;170;110;74;95;12.4;24.67;4.13;92.53;3668.5;93.362;1469.33;3.54;9.81
25/09/2021;32.5;18.52;170;110;75;95;12.38;21.75;4.53;92.53;3687.5;95.272;1493.97;3.6;9.97
28/09/2021;33.91;21;170;110;77;95;11.9;27.4;5.6;92.75;3420;92.966;1545.54;3.72;9.89
29/09/2021;30.86;17.65;170;110;74;95;12.33;23.45;2.5;92.1;3870;92.037;1415.32;3.41;9.95
29/09/2021;30.24;17.7;170;110;74;95;12.37;21.74;2.44;92.2;3879;93.267;1385.66;3.34;9.94
30/09/2021;30;16.1;148.51;90.01;62.44;83.16;11.9;19.1;1.6;91.2;2218.75;92.712;1131.47;2.58;7.91
30/09/2021;15.13;16.18;148.58;90.14;62.54;83.6;12.2;19.1;1.62;91.21;2230.99;92.032;570.88;1.3;7.92
1/10/2021;33.12;16.1;148.51;90;62.45;83.13;10.6;19.1;1.6;91.2;2226.35;89.791;1249.41;2.85;7.91
1/10/2021;24.92;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.42;91.288;940.08;2.14;7.91
2/10/2021;15.13;16.18;148.58;90.14;62.54;83.61;12.2;19.1;1.62;91.21;2230.54;94.197;570.88;1.3;7.92
2/10/2021;15.13;16.2;148.59;90.16;62.55;83.69;12;19.1;1.63;91.21;2232.42;92.156;570.76;1.3;7.91
4/10/2021;35.69;20.7;170;110;79;95;11.6;26.9;2.5;92.1;3884;93.727;1693.48;4.08;10.26
4/10/2021;19.94;20.7;170;110;75;95;11.55;26.3;2.05;92.2;3886;92.343;881.23;2.12;9.62
6/10/2021;32.6;20.95;167.5;110;78;95;11.8;27.95;4.45;92;3675;90.31;1513.69;3.65;10.06
6/10/2021;30.02;20.33;168;110;76.75;95;11.58;24.2;3.5;92.13;3760.75;93.857;1378.51;3.32;9.96
7/10/2021;21.6;18.95;165;110;78;95;12;25.08;6.23;91.91;3475;91.506;1038.1;2.5;10.38
7/10/2021;31.44;18.87;163.33;110;77.5;95;11.95;22.02;6.05;92.56;3396;91.083;1500.26;3.61;10.31
8/10/2021;29.29;16.1;148.51;90.01;62.44;83.13;10.6;19.1;1.6;91.2;2222.79;93.443;1104.69;2.52;7.91
8/10/2021;20.9;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2220.41;92.839;788.43;1.8;7.91
9/10/2021;21.6;18.8;165;110;77;95;11.83;24.9;3;91.8;3912;92.654;1023.16;2.46;10.24
9/10/2021;23.45;18.7;162;110;79;95;11.73;21.9;2.8;92;3919;90.21;1150.87;2.77;10.57
11/10/2021;27.87;19.78;170;110;78;95;11.95;26.02;4.13;92.27;3508;91.204;1320.61;3.18;10.24
11/10/2021;23.41;20.08;168.5;110;76.75;95;12.15;23.28;7.15;92;3313.75;89.586;1079.74;2.6;10
12/10/2021;25.2;20.1;165;110;80;95;11.4;26.3;2.85;92.1;3924;90.636;1228.55;2.96;10.51
12/10/2021;20.49;20.1;167;110;80;95;11.6;23.2;3.2;92;3908;90.249;998.93;2.41;10.51
13/10/2021;23.17;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2220.93;93.809;874.06;1.99;7.91
13/10/2021;28.58;16.1;148.51;90.01;62.44;83.13;10.6;19.1;1.6;91.2;2222.41;94.436;1077.91;2.45;7.91
14/10/2021;31.93;16.1;148.51;90.01;62.44;83.16;11.88;19.1;1.6;91.2;2219.63;93.037;1204.26;2.74;7.91
14/10/2021;21.36;16.11;148.51;90.02;62.45;83.21;11.75;19.1;1.6;91.2;2217.35;91.204;805.61;1.83;7.91
15/10/2021;24.92;19.06;170;110;79.14;95;11.74;25.01;3.39;92.45;3683.86;90.827;1218.55;2.94;10.54
15/10/2021;22.91;19.4;170;110;76;95;11.94;22.18;3.93;92.47;3575.5;93.216;1055.37;2.54;9.99
18/10/2021;35.49;19.9;170;110;80;95;11.8;25.95;6.8;92.75;3210;92.986;1735.98;4.18;10.54
18/10/2021;24.81;19.9;170;110;78;95;11.4;22.95;7.9;92.07;3014;91.126;1173.19;2.83;10.23
19/10/2021;31.24;20.3;170;110;79;95;11.67;26.25;2.65;92.2;3904.5;90.387;1492.5;3.59;10.32
19/10/2021;20.32;20.1;170;110;78.5;95;11.94;23.3;3.05;92;3918;92.966;965.83;2.33;10.27
20/10/2021;28.98;19.6;170;109.09;76.55;95;11.79;25.62;4.14;92.27;3506;89.755;1343.25;3.23;10.02
20/10/2021;19.92;19.83;169.5;110;77.13;95;11.74;22.83;3.81;92.2;3681.38;91.439;928.99;2.24;10.1
20/10/2021;15.15;16.23;148.6;90.21;62.6;83.93;11.4;19.1;1.63;91.21;2234.49;90.736;571.76;1.3;7.92
21/10/2021;24.69;20.5;170;110;67;95;11.3;26.7;2.7;92.4;3930;94.318;934.41;2.25;8.35
21/10/2021;24.3;20.5;170;110;79;95;11.25;23.4;2.95;92.1;3901;92.083;1156.98;2.79;10.29
22/10/2021;34.23;21.72;170;110;79;95;11.68;27.78;6.44;92.61;3056;90.704;1595.79;3.84;10.1
22/10/2021;24.12;21.64;170;110;79;95;11.68;24.78;5.54;92.02;3409;91.6;1126.03;2.71;10.11
23/10/2021;22.74;19.85;170;110;72;95;11.63;25.88;2.98;92.1;3930;93.386;965.18;2.32;9.28
23/10/2021;23.36;19.93;170;110;77;95;11.63;22.93;3.1;92.07;3926;91.929;1085.04;2.61;10.06
24/10/2021;33.75;18.38;170;110;79;95;11.9;24.65;4.1;92.1;3679;94.392;1665.16;4.01;10.62
24/10/2021;23.03;18.6;167.5;110;77.5;95;11.78;21.65;4.28;92.3;3684;92.34;1104.01;2.66;10.35
25/10/2021;23.26;18.97;168;110;77.67;95;11.4;25;2.63;92.2;3863.33;92.698;1111.25;2.68;10.32
25/10/2021;21.71;19.63;171;110;79;95;11.28;22.7;2.4;92.1;3901.5;93.372;1049.04;2.53;10.43
27/10/2021;31.17;20.01;171.5;110;79;95;11.41;25.73;4.69;92.2;3576;94.48;1496.51;3.6;10.37
27/10/2021;25.87;20.01;170.29;110;78.86;95;11.34;23.44;4.83;92.45;3473.14;93.24;1239.1;2.98;10.34
28/10/2021;27.81;18.33;170;110;79;95;11.83;24.5;5.37;92.27;3018;90.665;1373.22;3.31;10.63
28/10/2021;24.71;18.2;170;110;78;95;11.97;21.4;4.57;91.95;3368;92.559;1202.65;2.9;10.49
29/10/2021;32.65;18.93;170;110;77.13;95;11.53;25.14;2.83;92.23;3919;94.231;1546.58;3.73;10.24
29/10/2021;26.97;19.03;170;110;78.29;95;11.59;22.16;2.86;92.26;3924;91.14;1300.79;3.13;10.41
30/10/2021;30.49;17.3;170;110;79;95;11.87;23.6;6.87;92.62;3170;92.855;1531.11;3.69;10.79
30/10/2021;29.14;17.75;170;110;79;95;11.73;20.98;8;92.5;3038;90.671;1452.65;3.5;10.72
1/11/2021;29.72;21.95;170;110;79;95;12.13;27.88;4.98;92.38;3440;94.064;1379.97;3.32;10.06
1/11/2021;29.2;21.98;170;110;79;95;12.5;25.33;5;92.14;3228;92.892;1355.11;3.26;10.05
2/11/2021;32.14;20.26;172.5;110;78.8;95;12.08;26.05;4.68;92.03;3529.8;95.098;1531.31;3.69;10.29
2/11/2021;28.41;20.71;170;110;79;95;11.95;24.01;4.23;92.05;3622;93.033;1347.82;3.25;10.26
3/11/2021;29.97;19.11;170;110;79;95;11.69;24.91;2.33;92.2;3898;94.664;1460.85;3.52;10.51
3/11/2021;29.19;19.77;170.33;110;79;95;11.47;23.1;2.72;92.2;3895;91.15;1407.15;3.39;10.4
3/11/2021;34.18;17.8;170;110;79;95;11.9;20.9;2.4;92.6;3866;93.397;1702.51;4.1;10.71
4/11/2021;29.96;19.9;170;110;78.67;95;11.99;25.93;4.47;92.33;3515.67;92.769;1433.05;3.45;10.33
4/11/2021;27.31;19.99;168.13;110;79;95;12.01;23.21;5.69;92.07;3362.13;92.322;1311.63;3.16;10.37
5/11/2021;27.99;19.25;166;110;78;95;11.95;25.3;2.9;92;3909;91.657;1338.37;3.22;10.33
5/11/2021;23.67;23.91;160;110;79;95;12.1;22.3;3.15;92;3913;91.561;1061.3;2.56;9.75
5/11/2021;33.83;20.4;170;110;79;95;11.3;23.7;2.8;92.49;3926;94.4;1613.48;3.89;10.3
6/11/2021;35.68;19.68;170.13;110;78.75;95;11.76;25.29;3.7;92.03;3781.5;94.557;1715.37;4.13;10.38
6/11/2021;24.75;19.5;167.75;110;79;95;11.7;22.65;2.58;92.07;3703;95.848;1198.55;2.89;10.45
7/11/2021;30.21;20.5;170.33;110;78.67;95;11.67;25.63;3.93;92.2;3698.33;95.385;1430.26;3.45;10.24
7/11/2021;25.74;19.95;169.25;110;79;95;11.83;23.35;4.58;92.1;3501.75;92.448;1237.07;2.98;10.38
9/11/2021;30.42;22.5;170;110;79;95;12.2;25.5;8;92.46;3085;91.765;1398.86;3.37;9.97
9/11/2021;23.08;22;170;110;79;95;11.8;25;6.8;91.96;3085;92.372;1070.72;2.58;10.05
9/11/2021;30.31;22.2;170;110;79;95;11.8;25.4;4.2;92.64;3085;95.479;1401.2;3.38;10.02
10/11/2021;28.26;19.6;170.67;110;78.67;95;11.3;25.53;5.33;92.4;3572.33;93.998;1358.64;3.27;10.38
10/11/2021;22.87;20.25;168.5;110;79;95;12;23.6;4.6;92.2;3516.5;94.948;1093.55;2.63;10.33
11/11/2021;29.37;20.05;171;110;79;95;11.73;26.05;4.13;92.2;3666.64;94.201;1409.14;3.39;10.36
11/11/2021;23.06;20.04;170;110;78.45;95;11.82;23.35;3.82;92.32;3541.82;93.445;1096.26;2.64;10.27
12/11/2021;28.6;22.12;170;110;79;95;11.34;28.22;2.68;92.44;3919;93.706;1324.01;3.19;10.03
12/11/2021;24.9;22.12;170;110;79;95;11.2;25.2;2.96;92.08;3930;91.291;1152.72;2.78;10.03
13/11/2021;34.14;19.3;171.5;110;78.5;95;11.75;24.7;2.3;92.3;3927;96.166;1644.94;3.96;10.4
13/11/2021;34.35;19.05;170;110;79;95;11.7;22.1;2.1;92.5;3931;92.467;1676.03;4.04;10.52
15/11/2021;28.8;21.33;171.33;110;79;95;11.25;24.23;2.47;92.33;3911.33;94.993;1351.78;3.26;10.16
16/11/2021;31.42;20.35;170;110;78.25;95;11.83;25.55;3.15;92.1;3585.5;96.258;1480.64;3.57;10.19
16/11/2021;26.33;20.35;171;110;78.5;95;11.9;23.73;4.5;92.2;3525;94.57;1246.14;3;10.23
17/11/2021;30.32;20.83;171;110;79.1;95;11.63;26.34;3.39;92.2;3761;92.611;1437.94;3.46;10.25
17/11/2021;27.08;20.83;169.82;110;79.82;95;11.56;24.07;2.87;92.27;3760;91.24;1300.15;3.13;10.37
18/11/2021;35.15;21.23;170.33;110;79;95;12.1;26.87;5.17;92;3361.83;92.413;1652.7;3.98;10.17
18/11/2021;26.2;21.58;170;110;77;95;12.1;24.8;6.05;92;3157.56;92.177;1181.77;2.85;9.8
19/11/2021;27.07;19.8;169.4;110;79;98;12.5;22.96;3.22;92.15;3742.4;96.122;1304.29;3.14;10.4
19/11/2021;31.64;20.63;170;110;77.67;95;11.33;25.73;2.8;92.07;3909;95.527;1468.86;3.54;10.06
20/11/2021;33.94;18.13;175;110;79;95;11.8;24.23;2.87;92.07;3926;92.532;1681.44;4.05;10.66
20/11/2021;34.22;18.07;170;110;79;95;11.8;21.13;2.8;92.13;3930;93.802;1696.98;4.09;10.67
22/11/2021;26.25;32.42;172;110;77;95;12.02;29.9;2.35;92.27;3957;94.046;952.43;2.29;8.04
22/11/2021;28.77;23.75;170;110;79;95;11.98;26.85;2.35;92.47;3952;93.034;1293.71;3.12;9.77
23/11/2021;30.2;18.17;170;110;76.5;95;12.57;23.7;6.2;92.41;3511.17;93.462;1433.72;3.45;10.26
23/11/2021;29.96;18.17;170;110;78.5;95;12.37;21.35;6.52;92.45;3279;91.608;1471.09;3.54;10.58
24/11/2021;28.98;22.2;170;110;79;95;12.55;28.35;2.73;92.25;3923;92.249;1339.71;3.23;10.02
24/11/2021;27.84;22.13;170;110;79;95;12.53;25.28;2.85;92.25;3919.25;92.922;1288.6;3.1;10.03
25/11/2021;26.71;21.16;170;110;75.29;95;12.2;27.03;5.66;92.2;3369.71;91.801;1176.73;2.83;9.59
25/11/2021;29.12;21.39;170;110;79.43;95;12.1;24.56;5.86;92.4;3404;91.13;1375.57;3.31;10.22
26/11/2021;24.11;20.73;170;110;75.78;95;11.98;26.51;3.71;92.3;3732;94.606;1080.24;2.6;9.74
26/11/2021;25.06;20.73;170;110;79.56;95;12.18;23.93;3.98;92.2;3667.67;94.579;1199.9;2.89;10.34
29/11/2021;25.96;22.15;170;110;77.75;95;11.85;27.65;2.88;92.15;3913.5;93.411;1174.75;2.83;9.83
29/11/2021;27.51;22.15;170;110;79.75;95;11.9;25.63;3.15;92.1;3909.25;93.678;1289.67;3.11;10.15
30/11/2021;26.23;20.2;170;110;78;95;12.1;26.4;6.6;92.16;3030;91.008;1233.93;2.97;10.18
30/11/2021;35.58;19.9;170;110;79;95;13;23.6;6.5;92.6;3031;92.321;1711.43;4.12;10.38
1/12/2021;28.25;20.31;170;110;80;95;12.31;23.5;5.61;92;3270;89.304;1372.41;3.31;10.48
1/12/2021;31.84;20.94;171.4;110;77.2;95;12.2;26.12;4.68;92.1;3397.8;89.492;1457.93;3.51;9.93
2/12/2021;33.87;19.57;170.56;110;80;95;11.99;22.77;2.22;92.33;3925.89;88.517;1665.84;4.01;10.59
3/12/2021;33.38;19.4;175;110;79;95;11.25;25.65;2.7;92.3;3902;89.651;1619.19;3.9;10.46
4/12/2021;30.46;22.59;170.67;110;78.67;95;12.05;28.74;5.21;92.28;3586.18;90.441;1390.28;3.35;9.9
4/12/2021;28.63;22.59;170.22;110;80;95;12.13;26.02;5.09;92.07;3567.18;87.968;1337.75;3.22;10.12
6/12/2021;29.15;21.1;175;110;79.5;95;12.1;26.4;4.4;92.4;3551;89.723;1385.53;3.34;10.27
6/12/2021;21.58;21.62;175;110;80;95;11.98;24.82;6.84;92;3224;89.09;1025.37;2.47;10.27
7/12/2021;29.27;19.9;170.5;110;78.5;95;11.53;25.25;2.93;92.1;3919;89.442;1396;3.36;10.3
7/12/2021;30.36;19.8;170.67;110;80;95;11.7;23;3;92.07;3908;88.018;1487.52;3.58;10.56
8/12/2021;28.97;19.73;170.2;110;78.5;95;12.28;25.47;4.08;92.28;3620.1;91.228;1385.7;3.34;10.33
8/12/2021;27.6;19.53;171.33;110;80;95;12.4;23.02;3.33;92.3;3624.44;90.769;1358.36;3.27;10.6
9/12/2021;29.03;19.9;170;110;77;95;11.9;25;2.9;92.2;3919;91.266;1349.11;3.25;10.07
10/12/2021;30.34;20.33;170;110;79.38;93.13;12.36;25.95;3.38;92.08;3567.5;90.074;1458.14;3.51;10.38
10/12/2021;28.09;20.36;170;110;80;95;12.36;23.73;3.6;92.32;3611.63;90.813;1363.5;3.28;10.47
11/12/2021;25.25;19.35;170;110;78;95;12.65;25.1;5.7;91.9;3060;88.834;1205.3;2.9;10.31
11/12/2021;28.17;19.35;170;110;80;95;12.75;22.85;6.45;92.04;3337;89.037;1390.54;3.35;10.63
12/12/2021;33.26;18.43;170.67;110;78;95;12.4;23.97;2.93;92.2;3928.67;87.895;1612.56;3.88;10.46
12/12/2021;33.24;18.43;171.33;110;80;95;12.37;21.73;3.2;92.07;3926;87.818;1665.69;4.01;10.77
13/12/2021;33.22;22.54;171.33;110;77.33;95;12.5;27.83;5.2;91.95;3250;89.525;1481.38;3.57;9.7
13/12/2021;29.96;22.3;171;110;79.5;95;12.65;25.35;7.5;92.22;3094;87.893;1394.77;3.36;10.08
14/12/2021;27.2;21.2;170;110;78.57;95;12.1;26.9;2.91;92.2;3812.71;87.81;1270.04;3.06;10.11
14/12/2021;26.73;21.42;170;110;78.83;95;11.92;24.87;2.95;92.4;3784.5;88.231;1248.97;3.01;10.12
15/12/2021;30.44;22.07;171;107.5;80;95;12.43;25.42;5.17;92.2;3511.67;89.75;1435.2;3.43;10.13
15/12/2021;28.57;22.58;171.2;110;76.8;95;12.44;28.24;5.18;92.15;3263;90.423;1260.77;3.04;9.61
16/12/2021;28.71;21.28;172.5;110;78;95;12.16;27.16;3.09;92.1;3922.5;88.828;1325.36;3.19;10.01
16/12/2021;26.59;21.3;172.86;110;79.29;95;11.88;24.7;3.04;92.13;3919.71;90.362;1254.98;3.02;10.21
17/12/2021;27.54;20.87;171.43;110;68.94;95;12.34;26.93;4.03;92.4;3495.57;89.313;1077.47;2.6;8.61
17/12/2021;26.52;20.87;173.57;110;79.71;95;12.37;24.16;4.53;92.2;3273.71;89.412;1270.02;3.06;10.34
18/12/2021;33.38;20.45;175;110;77;95;11.9;26.2;2.75;92.3;3930;87.917;1536.33;3.7;9.98
18/12/2021;33.56;20.45;170;110;80;95;11.95;23.7;2.9;92.1;3926;90.606;1626.56;3.92;10.45
20/12/2021;29.24;23.26;170;110;78.6;95;11.92;28.74;3.58;92.3;3739.4;87.322;1316.99;3.17;9.79
20/12/2021;30.78;23.13;170;110;79.5;95;11.85;26.33;2.88;92.15;3908;87.62;1412.15;3.4;9.95
21/12/2021;30.66;22.65;170;110;77;95;12.05;28.35;4.35;92.46;3429;87.988;1356.24;3.27;9.63
21/12/2021;31.12;22.65;170;110;80;95;12;25.9;4.9;92.46;3192;89.698;1452.57;3.5;10.11
22/12/2021;27.85;19.17;170;110;76;95;11.4;24.73;5.8;92.32;3460;88.028;1288.15;3.1;10.02
22/12/2021;28.04;19.03;170;110;79.67;95;11.46;22.7;7.07;92.33;3466;90.102;1383.89;3.33;10.62
23/12/2021;28.98;19.07;170;110;80;95;11.73;22.54;2.67;92.11;3921;88.717;1437.13;3.46;10.67
23/12/2021;33.74;19.05;170;110;76.17;95;11.95;24.45;2.97;92.1;3931.83;89.201;1568.55;3.78;10.07
24/12/2021;24.69;20.02;170;110;76.8;95;11.76;25.72;4.96;92.4;3552.8;87.577;1140.99;2.75;10.02
24/12/2021;26.58;21.16;170;110;78.86;95;12.13;24.59;4.81;92.13;3444.14;89.316;1248.23;3.01;10.16
26/12/2021;29.8;23.88;170;110;77;95;11.7;29.33;3.15;92.33;3800.75;90.838;1288.37;3.1;9.43
26/12/2021;27.6;23.59;170;110;80;95;11.66;26.89;3.61;92.08;3704.43;87.83;1267.16;3.05;9.96
27/12/2021;28.57;19.08;170;110;79;95;12.3;22.34;4.96;92;3401.4;90.567;1393.31;3.36;10.51
27/12/2021;24.38;19.08;170;110;77;95;12.14;25.04;6;91.98;3249;90.07;1149.28;2.77;10.2
28/12/2021;32.6;18.92;170;110;77.5;95;11.34;24.43;2.77;92.17;3905;87.894;1554.29;3.74;10.3
28/12/2021;27;19.16;170;110;79;95;11.22;22.66;2.44;92.32;3908;88.353;1314.98;3.17;10.5
28/12/2021;34.31;19.6;170;110;78;95;11.21;22.7;2.4;92.2;3908;90.819;1630.79;3.93;10.27
29/12/2021;28.18;23.2;170;110;80;95;12.25;26.39;3.91;92.13;3572.75;89.569;1302.73;3.14;10.02
29/12/2021;28.44;23.27;170;110;77.33;95;12.6;28.77;4.97;92.1;3375.67;88.231;1251.33;3.01;9.58
30/12/2021;30.13;21.56;170;110;77.45;95;12.11;26.96;2.63;92.38;3914.91;88.557;1370.56;3.3;9.87
30/12/2021;27.11;21.36;170;110;79.5;95;12.07;24.64;2.51;92.28;3923.5;90.099;1282.83;3.09;10.23
31/12/2021;30.41;19.97;170;110;77.33;95;12.2;25.47;5.33;92.5;3341;89.312;1419.68;3.42;10.11
31/12/2021;29.74;19.97;170;110;79;95;12.2;23.6;6.07;92.54;3077;90.081;1428.82;3.44;10.37
3/01/2022;28.34;16.1;148.51;90.01;62.44;83.14;10.6;19.1;1.6;91.2;2222.33;92.236;1068.86;2.43;7.91
3/01/2022;24.67;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.25;94.298;930.64;2.12;7.91
4/01/2022;33.88;22.57;170;110;75;95;11.82;28.37;4.7;92.3;3628.23;94.639;1445.73;3.48;9.32
4/01/2022;26.51;22.63;170;110;79.13;95;11.87;25.81;5.01;92.29;3599.87;93.05;1219.05;2.94;9.97
5/01/2022;28.48;16.1;148.51;90.01;62.44;83.13;10.6;19.1;1.6;91.2;2222.36;95.582;1074.14;2.45;7.91
5/01/2022;28.8;16.1;148.51;90.01;62.44;83.13;10.6;19.1;1.6;91.2;2222.55;95.709;1086.21;2.47;7.91
6/01/2022;31.11;23.11;170;110;77.36;95;11.69;28.47;2.61;92.27;3686.91;96.4;1373.61;3.31;9.61
6/01/2022;25.15;22.77;170;110;79.67;95;11.63;26.07;3.6;92.35;3831.67;94.977;1164.7;2.81;10.04
7/01/2022;25.3;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.4;94.396;954.41;2.17;7.91
7/01/2022;24;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.07;94.798;905.37;2.06;7.91
8/01/2022;33.5;22.5;170;110;75;95;11.35;27.7;3.63;92.2;3747.5;92.194;1431.43;3.45;9.33
8/01/2022;33.58;22.3;170;110;79;95;11.67;25.4;2.87;92.13;3921.33;94.841;1549.63;3.73;10
10/01/2022;27.47;24.9;170;110;77.5;95;11.75;29.2;2.95;92.2;3929;92.822;1176.01;2.83;9.35
10/01/2022;27.08;25.65;170;110;79;95;11.7;28.85;2.9;92.2;3928;93.591;1175.84;2.83;9.47
