Fecha;F_Alim;T_Alim;T_Vap;P_Vap;T_Acond;t_ret;H_Pelt;T_Pelt;Fn;PDI;DGM;Prodt;Q_Vap;M_Vap;H_Add
2/01/2019;22;23.9;170;108.5;74;98;11.8;30.65;3.7;94.4;3582;91.887;897.07;2.15;8.91
2/01/2019;22.52;23.8;171;111;77.5;92;12.2;28.4;5.5;92;3494;89.425;984.26;2.38;9.55
3/01/2019;23.93;25.04;170;106.5;72.38;99.75;11.78;31.83;2.74;94.43;3852;92.252;922.01;2.2;8.42
3/01/2019;27.91;24.91;170;110;78.14;92.86;11.97;29.51;3.89;92.72;3753.14;90.557;1209.15;2.91;9.45
4/01/2019;28.87;26.5;170;107.75;74.5;95;12.73;33.58;6.73;92.18;3136;90.761;1127.85;2.7;8.55
4/01/2019;25.7;26.55;170;110;77.25;92;12.75;31.18;7.9;92.4;3008;90.436;1060.49;2.55;9.04
7/01/2019;26.88;27;168;103;76.6;95;12.08;32.32;3.02;91.76;3983.4;90.972;1085.12;2.56;8.7
7/01/2019;26.58;27.2;170;108.33;78;95;12.4;32.1;2.63;92.2;3993.33;93.226;1098.96;2.63;9.02
8/01/2019;26.34;27.5;170;110;74;95;12.4;33.43;5.63;92.02;3371.67;92.315;996.86;2.4;8.35
8/01/2019;24.89;27.38;170;110;79;95;12.35;32.03;6.18;91.96;3273;92.527;1045.7;2.52;9.19
9/01/2019;29.89;26.63;170;108.5;75.5;95;12.55;32.63;2.55;91.8;3968;92.451;1188.87;2.85;8.71
9/01/2019;29.18;25.67;170;110;77.33;93;12.57;30.77;2.73;91.73;3972.33;91.9;1226.89;2.96;9.2
10/01/2019;24.3;24.78;170;106.25;76;95;12.85;30.33;5.3;91.2;3593.5;89.517;1013;2.41;9.04
10/01/2019;24.69;24.83;170;108.57;77.29;92.86;12.97;29.71;4.24;91.67;3646.71;92.162;1054.18;2.53;9.29
11/01/2019;29.25;16.1;148.51;90.01;62.44;83.13;10.6;19.1;1.6;91.2;2222.99;92.591;1103.18;2.51;7.91
11/01/2019;29.38;16.1;148.51;90;62.44;83.13;10.6;19.1;1.6;91.2;2222.86;91.279;1108.08;2.52;7.91
12/01/2019;32.33;23.75;170;104;73.5;95;12.4;30;2.2;91.5;3950;89.29;1309.07;3.1;8.75
12/01/2019;32.02;23.85;170;110;76.5;92;12.5;28.65;2.3;91.6;3942;93.41;1372.1;3.3;9.36
14/01/2019;28.81;23.87;170.83;107.17;75.5;95;12.33;29.58;5.33;91.6;3430.17;92.674;1210.63;2.89;9.12
14/01/2019;24.24;24.02;170;104.8;76;94.4;12.54;28.72;5.28;91.5;3488.4;92.766;1025.5;2.43;9.13
15/01/2019;27.53;24.03;170;108;74.33;95;12.5;30.8;5.73;92.1;3379.67;89.951;1127.04;2.7;8.93
15/01/2019;26.04;24.23;170;112.5;78.75;95;12.65;28.7;7.25;91.97;3181.5;90.488;1155.48;2.8;9.72
16/01/2019;32.09;23.8;170;105;78;95;12.5;27.9;2.8;91.4;4018;91.83;1415.58;3.36;9.48
16/01/2019;30.54;24.2;170;110;72;95;12.8;29.9;6.2;92.21;3485;92.239;1188.12;2.86;8.57
17/01/2019;32.07;23.62;169;100;74.2;95;12.6;29.56;3.04;91.24;4010;93.49;1320.21;3.09;8.79
17/01/2019;32.1;23.78;168.75;105;78.25;95;12.63;28.05;2.73;91.45;4018;90.191;1423.07;3.38;9.53
21/01/2019;25.7;26.63;170;103.75;76;95;12.75;31.8;2.53;91.75;4002;91.249;1032.67;2.44;8.68
21/01/2019;29.68;26.13;170;107.5;79.5;95;12.45;30.93;2.15;92.6;4033;93.282;1289.22;3.08;9.41
22/01/2019;30.03;24.13;170;101;75.33;95;12.6;30.33;6.1;92.28;3229;91.838;1251.38;2.94;8.91
22/01/2019;27.68;24.17;170;110;79;95;12.6;29;7.2;92.11;3165;90.295;1235.23;2.98;9.71
23/01/2019;26.63;23.27;170;103.33;78;95;12.73;29.43;3.5;91.2;3987.33;91.842;1186.21;2.8;9.53
23/01/2019;29.19;23.27;170;109.33;78.67;95;12.57;28.07;3.07;91.8;4001.33;89.94;1316.16;3.16;9.78
24/01/2019;30.44;24.55;170;106.5;77.5;95;12.35;30.7;3.3;91.5;3993;90.143;1311.82;3.13;9.32
24/01/2019;25.76;25;170;110;79;95;12.4;29.7;2.2;92.4;4010;93.894;1132.15;2.73;9.57
25/01/2019;29.03;23.57;170;106.67;77.33;94.67;12.4;29.33;5.73;92.54;3219.67;89.414;1270.2;3.03;9.45
25/01/2019;28.07;23.57;170;109.67;78;92;12.53;28.1;6.13;92.44;3113.33;93.687;1243.5;2.99;9.63
28/01/2019;27.89;25.64;168;100.2;74.2;95.2;12.24;31.98;4.6;91.27;3753.4;90.695;1102.28;2.58;8.48
28/01/2019;27.26;25.64;168.4;105.2;77.6;92;12.16;30.18;4.44;91.8;3763.8;90.531;1152.82;2.74;9.13
29/01/2019;31.2;25.4;166;95;78.5;95;12.05;31.3;6.5;92.6;3407;90.249;1348.39;3.11;9.07
29/01/2019;17.67;25.4;166;105;76;95;12.05;30.05;6.6;91.76;3424;93.316;727.7;1.73;8.91
30/01/2019;33.58;26.27;170;105.67;78.67;94.33;12.13;32.63;3.28;91.4;3972.17;93.482;1432.11;3.41;9.21
30/01/2019;27.62;26.6;170;110;79.75;92;12.13;31.1;3.15;91.7;3985;93.391;1194.79;2.88;9.44
31/01/2019;28.8;24.97;170;103;78.67;95;12.2;30.37;5.8;92.3;3228.33;90.305;1258.73;2.97;9.36
31/01/2019;29.19;24.97;170;104;78;95;12;29.4;6.03;92.38;3364.5;89.293;1259.86;2.98;9.27
1/02/2019;26.23;26.3;170;100;78;95;12;32;2.3;91.3;3950;88.99;1103.71;2.58;8.97
1/02/2019;32;26;170;105;79;95;12.2;30.8;2.6;91.6;3958;92.889;1380.36;3.28;9.29
2/02/2019;31.89;25.25;170;100;78;95;12.6;30.75;2.5;91.4;3950;91.033;1369.12;3.21;9.14
2/02/2019;32.09;25.25;170;105;79.5;95;12.5;29.8;2.1;91.7;3958;88.051;1416.88;3.37;9.49
4/02/2019;34.03;26.42;167.6;98.2;78.6;95;12.72;32.44;2.7;91.48;3952.6;92.692;1445.21;3.37;9
4/02/2019;27.86;26.42;168.4;102;79;95;12.74;30.66;2.46;92.04;3987;90.528;1192.25;2.81;9.16
5/02/2019;24.69;25.85;170;104;79;95;12.7;32.1;4.8;91.6;3497;92.392;1068.04;2.53;9.29
5/02/2019;24.69;25.85;170;110;80;95;12.65;30.2;4.2;91.8;3498;89.534;1088.14;2.62;9.6
6/02/2019;30.86;30.67;170;106.67;80;95;12.53;35.3;6.73;92.4;3302;89.438;1239;2.96;8.74
6/02/2019;27.48;29.8;170;110;80;95;12.7;34.1;6;92.03;3382;88.047;1122.76;2.7;8.96
7/02/2019;31.61;29.78;170;103.75;80;95;12.55;34.75;2.5;91.7;3962;89.902;1292.01;3.06;8.82
7/02/2019;27.09;28.3;170;108.33;80;94.5;12.4;32.8;2.2;92;3940.17;88.374;1139.89;2.73;9.16
8/02/2019;21.28;31.22;170;104;80;95;12.16;36.56;6.56;92;3420;89.658;844.85;2;8.59
8/02/2019;28.08;31.08;170;110;80;95;12.05;35.05;6.5;92.29;3416;92.194;1118.02;2.69;8.75
11/02/2019;25.06;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.32;92.146;945.36;2.15;7.91
11/02/2019;35.1;16.1;148.51;90;62.45;83.13;10.6;19.1;1.6;91.2;2228.13;92.009;1324.1;3.02;7.91
12/02/2019;25.08;26.3;150;51.11;70.33;98.56;12.4;32.4;5.11;91.05;3469.22;89.88;898.76;1.83;6.8
12/02/2019;21.6;26.17;151;63.1;77.6;93.6;12.37;30.13;5.56;91.15;3484;92.094;904.14;1.91;8.11
13/02/2019;25.24;27.7;150;54;70;102;12.5;34.4;2.8;91.2;4013;89.806;868.95;1.78;6.6
13/02/2019;31.02;27.7;150;64.25;78.25;95;12.58;32.03;2.28;91.6;4015;89.974;1276.23;2.7;8.01
14/02/2019;28.3;16.11;148.51;90.02;62.44;83.19;12.5;19.1;1.6;91.2;2218.69;89.865;1067.12;2.43;7.91
14/02/2019;26.73;16.11;148.51;90.02;62.44;83.18;12.7;19.1;1.6;91.2;2218.13;89.054;1007.92;2.3;7.91
15/02/2019;27.77;25.9;170;110;80;95;12.55;31.9;6.5;92.15;3389;89.616;1222.75;2.95;9.59
15/02/2019;25.48;25.95;170;113.75;80;95;12.25;30.43;6.95;92.04;3103;88.718;1120.88;2.73;9.67
16/02/2019;31.54;25.33;170;110;79.25;95;12.5;30.93;3.68;91.2;4003;88.898;1384.13;3.33;9.56
16/02/2019;31.66;25.53;170;115;79;95;12.57;29.73;2.6;92.2;4017;88.319;1377.8;3.37;9.61
19/02/2019;29.43;30.2;170;105;79.75;95;12.15;35.88;3.8;91.07;3760.25;89.234;1186.86;2.82;8.74
19/02/2019;25.97;30.2;170;110;78.67;95;12.35;34.33;4.23;92.1;3707.33;91.84;1024.5;2.47;8.68
20/02/2019;29.08;23.98;170;108.5;78;95;12.33;30.23;6.5;92.57;3388;89.072;1278.54;3.07;9.54
20/02/2019;28.88;23.85;172.5;112.5;80;95;12.3;28.6;6.1;92.53;3316;92.078;1319.81;3.2;9.98
21/02/2019;29.56;31.1;170;105;83.25;95;12.48;36.3;3.65;91.15;3988;88.607;1254.65;2.98;9.16
21/02/2019;28.89;31.1;170;110;80;95;12.45;34.65;2.65;92.25;4001.5;88.413;1149.8;2.77;8.75
22/02/2019;29.16;23.8;170;103.25;79;95;12.28;29.9;6.9;92.61;3377;91.091;1310.06;3.1;9.6
22/02/2019;28.47;23.8;170;110;80;94;12.3;28.33;6.35;92.58;3022;88.382;1302.23;3.14;9.92
25/02/2019;22.67;26.9;170.71;106.14;79.57;94.57;12.36;32.37;2.43;92.46;3947.71;88.936;971.81;2.32;9.27
25/02/2019;27.71;26.94;171;112.2;80.4;92;12.42;30.6;2.24;93.04;3970;90.878;1205.68;2.92;9.54
26/02/2019;24;26.53;170;106.75;77.5;95;12.03;34.1;7;92.07;3407;92.883;995.61;2.38;9.01
26/02/2019;28.22;26.78;170;110;79;95;12.05;30.62;6.2;92.27;3362;92.861;1199.39;2.89;9.29
27/02/2019;27;27.35;170;107.25;78.25;95;11.65;33.55;2.5;92.7;3954;91.558;1118.53;2.67;9.01
27/02/2019;22.87;27.28;170;108.75;79.75;95;11.8;31.7;2.35;93.05;3955;91.725;976.66;2.34;9.3
28/02/2019;32.4;26.2;170;105;80;95;12;32.9;4.9;92.64;3409;88.345;1418.71;3.37;9.42
28/02/2019;23.4;26.2;170;110;77;95;12;29.4;5.2;91.88;3065;88.625;967.49;2.33;9.06
1/03/2019;28.65;26;170;105;80;95;12.4;31.8;6.5;92.56;3409;91.65;1259.17;2.99;9.45
1/03/2019;27.88;26;170;110;77;95;12.4;29.1;4.5;92.44;3065;95.476;1157.25;2.79;9.09
4/03/2019;26.48;29.17;170;107.14;80;95;11.89;33.44;2.34;92.86;3953.86;92.532;1095.48;2.62;9
4/03/2019;28;29;170;110;80;95;12;32.08;2.15;93.35;3959;93.989;1162.23;2.8;9.09
5/03/2019;21.6;25.85;175;108;79;95;12.15;30.75;4.85;91.77;3371;95.143;934.38;2.24;9.39
5/03/2019;28.64;25.67;175;110;80;95;12.13;29.83;5.73;92.54;3295.67;91.023;1266.42;3.05;9.63
6/03/2019;27.28;27.87;170;106.67;79;95;12;32.4;6.6;92.25;3392;92.338;1135.23;2.71;9.03
6/03/2019;25.41;26.4;170;110;77;95;12;29.8;6;92.04;3362;93.692;1046.45;2.52;9.02
7/03/2019;23.19;24.5;170;105;80;95;12.25;35.3;2.5;92.7;3948;95.792;1047.51;2.49;9.69
7/03/2019;25.04;29.5;170;110;77;95;12.3;33.95;2.1;93.1;3951;91.715;968.04;2.33;8.52
8/03/2019;26.23;25.08;175;112.5;80;95;11.6;29.3;4.3;91.55;3822.5;93.983;1172.45;2.84;9.78
8/03/2019;32.24;25.08;175;128.75;80;95;11.78;29.3;3.53;93.07;3824;91.122;1441.09;3.66;10.2
9/03/2019;29.12;25.05;172.5;107;78.5;95;12;30.75;6.48;92.67;3319;91.541;1266.79;3.03;9.41
9/03/2019;27.57;25.05;175;110;80;92;12.18;29.28;2.78;92.55;3018.5;95.938;1233.02;2.97;9.72
11/03/2019;19.29;26.9;171.43;109.71;78.14;95;11.63;32.63;2.79;92.03;4016.43;93.448;804.46;1.94;9.12
11/03/2019;26.91;26.97;172.14;112.86;80;92;11.57;31.16;2.34;92.61;4023.86;91.176;1161.45;2.82;9.49
12/03/2019;20.67;27.64;170;100.4;78.4;93;11.93;33.58;6.56;91.95;3090.6;92.545;853.94;2;8.83
12/03/2019;25.62;27.35;170;105;80;90;12.07;31.95;4.62;92.08;3242.17;95.01;1097.85;2.61;9.24
13/03/2019;21.47;26.45;170;100;77.5;95;12.08;32.13;2.78;92.3;4008.5;91.983;892.06;2.09;8.87
13/03/2019;22.81;26.45;170;108.75;79.25;95;12.03;29.85;2.08;93.25;4014.5;92.974;980.22;2.35;9.35
14/03/2019;31.2;27.5;170;100;78.5;95;11.75;33.25;4.55;92.5;3462;94.705;1295.06;3.03;8.86
14/03/2019;31.42;27.5;170;103;79.5;95;11.65;31.45;5.9;92.44;3349;92.903;1329.76;3.14;9.09
15/03/2019;30.6;16.1;148.51;90;62.44;83.13;10.6;19.1;1.6;91.2;2223.98;94.096;1154.1;2.63;7.91
15/03/2019;18.72;16.11;148.51;90.01;62.45;83.15;10.61;19.1;1.6;91.2;2219.97;93.189;706.04;1.61;7.91
16/03/2019;33.19;23.75;170;100;75;95;11.95;29.65;2.5;91.7;3956;95.244;1384.41;3.24;8.9
16/03/2019;33.21;23.75;170;105;76;95;11.9;26.75;2.1;92.1;3962;94.227;1412.28;3.35;9.17
18/03/2019;28.39;27.83;170;101.25;78;95;12.55;32.78;2.45;91.6;3938.5;91.44;1159.24;2.72;8.76
18/03/2019;24.52;28.05;170;105;77;95;12.55;30.95;2.3;92;3958;94.385;976.87;2.32;8.64
19/03/2019;26.28;26.24;169;100;78.29;94.71;12.3;31.93;5.14;91.55;3638.71;94.325;1113.3;2.61;9.03
19/03/2019;27.35;26.68;170;105.17;78.5;95;12.3;30.07;4.4;91.8;3566.17;94.953;1153.51;2.74;9.11
20/03/2019;32.97;23.43;165.33;100;78.67;94;12.37;29.57;2.67;91.67;4006.33;92.634;1482.31;3.47;9.53
20/03/2019;32.63;23.43;170;106.67;80;95;12.43;27.7;2.2;92.13;4007;94.519;1502.34;3.58;9.9
21/03/2019;24.47;22.9;175;108;78;92;12.5;29;6.35;91.86;3207;93.466;1097.36;2.63;9.7
21/03/2019;31.06;22.9;175;112.5;80;92;12.5;27.5;6.7;92.36;3025;92.412;1443.45;3.5;10.13
22/03/2019;31.86;22.42;171.67;109.33;77.5;92;12.35;28.55;3.8;91.53;3727;94.037;1428.25;3.43;9.73
22/03/2019;31.97;22.42;170.83;110.83;79.67;92;12.33;26.98;3.85;91.9;3694.33;94.124;1489.65;3.6;10.11
25/03/2019;22.34;24.9;173.75;109.5;79;92;12.3;30.43;2.98;91.63;4002.5;95.721;983.66;2.37;9.58
25/03/2019;26.43;25.08;175;114;80;92;12.3;28.8;2.45;92.1;4019.5;92.843;1181.39;2.88;9.82
27/03/2019;24.57;25.5;170;100.57;78.71;93.71;12.23;31.2;4.11;91.75;3670.29;91.484;1064.05;2.5;9.22
27/03/2019;30.21;25.5;170.71;108.29;79.86;93.43;12.21;29.53;3.94;92.15;3669.43;94.41;1336.58;3.2;9.59
29/03/2019;20.38;25.6;170;104;78;92;12.1;31.9;5.8;91.83;3407;93.372;869.16;2.06;9.17
29/03/2019;25.41;25.5;170;105;79;95;12.5;29.8;5.2;91.94;3450;94.743;1106.43;2.63;9.37
1/04/2019;25.08;24.88;170;100;75.5;95;12.23;30.28;3.7;91.5;3878.5;90.024;1033.27;2.42;8.8
1/04/2019;24.3;24.88;170;105;79.25;95;12.15;28.2;3.28;92.2;3884.25;93.316;1075.3;2.55;9.51
2/04/2019;27.87;24.5;170;100;77;95;12.52;29.94;5.74;92.11;3375.8;93.118;1190.86;2.79;9.1
2/04/2019;30.03;24.5;170;105;79.2;95;12.18;27.82;6.1;92.38;3306.6;93.748;1336.93;3.18;9.56
3/04/2019;27.19;22.37;170;100;79;95;12.17;28.4;2.4;91.87;3951;90.639;1253.2;2.93;9.74
3/04/2019;35.23;22.37;170;107.33;80;95;12.13;25.9;2.07;92.27;3950;91.072;1652.44;3.95;10.08
4/04/2019;29.41;23.57;170;103.5;79.33;94;12.14;28.38;3.52;92.2;3778;94.468;1334.7;3.16;9.69
4/04/2019;28.47;22.83;170;107;80;93;12.16;27.03;3.57;91.9;3711;92.971;1324.71;3.16;10
9/04/2019;29.08;25.58;170;102;79;94.6;12.58;30.82;2.36;91.76;3946.6;93.166;1264.34;2.98;9.29
9/04/2019;27.51;25.53;170;110;79.67;93;12.53;29.27;2.2;92.13;3989;89.755;1212.2;2.92;9.6
10/04/2019;21.45;23;170;110;80;95;11.86;26.7;2.3;92.1;3979;90.037;995.1;2.4;10.05
10/04/2019;24.14;16.11;148.51;90.02;62.44;83.19;12.23;19.1;1.6;91.2;2217.65;91.417;910.26;2.07;7.91
11/04/2019;28.8;16.1;148.51;90.01;62.44;83.16;11.73;19.1;1.6;91.2;2218.09;93.942;1086.21;2.47;7.91
11/04/2019;27.4;16.1;148.51;90.01;62.44;83.16;11.5;19.1;1.6;91.2;2217.87;92.538;1033.41;2.35;7.91
12/04/2019;26.09;22.34;170;100;79.2;93.8;12.08;27.82;4.56;91.8;3601;92.906;1207.39;2.83;9.78
12/04/2019;26.84;22.52;170;107;80;94.2;12.02;25.72;4.36;92.5;3657.2;92.812;1255.64;3;10.05
15/04/2019;26.68;25.55;170;100;74.5;95;12.35;31.2;5.65;92.06;3433;89.642;1062.93;2.49;8.53
15/04/2019;28.57;25.37;170;105;80;95;12.17;28.7;6;92.25;3482.67;91.254;1270.3;3.02;9.55
16/04/2019;26.51;25.33;170;100;74;95;11.63;30.9;2.97;91.67;3997.67;92.107;1050.11;2.46;8.49
16/04/2019;25.71;24.3;170;105.71;79.14;94.14;11.8;28.16;2.5;92.37;3983.57;92.168;1147.53;2.73;9.6
17/04/2019;21.99;26.15;170;101.25;77.5;95;11.73;31.23;2.85;91.8;4000.75;91.107;919.03;2.16;8.94
17/04/2019;22.43;26;170;103.75;79.25;95;11.78;29.95;2.58;83.95;4010.75;94.017;972.11;2.3;9.3
19/04/2019;21.18;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2220.53;94.418;798.99;1.82;7.91
19/04/2019;26.55;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.74;94.327;1001.57;2.28;7.91
20/04/2019;30.75;21.4;170;100;77;93;11.7;27.15;6.7;92.64;3489;91.133;1391.51;3.26;9.58
20/04/2019;31.06;21.57;170;110;79;93;11.6;25.17;6.67;92.62;3644.67;91.831;1451.8;3.5;10.12
22/04/2019;17.72;24.64;170;100;77;95;11.72;30.04;2.48;92.72;3922;90.43;755.14;1.77;9.07
22/04/2019;28;24.57;170;110;79;93;11.77;28.75;2.3;93.5;3974;93.189;1240.4;2.99;9.64
24/04/2019;32.02;23.34;170;100;80;95;12.28;29.08;4.45;91.68;3710.25;92.718;1476.6;3.46;9.75
24/04/2019;32.07;23.34;170;106.25;80;95;12.13;26.7;4.48;92.8;3607.5;91.376;1478.91;3.52;9.9
25/04/2019;23;24.68;170;100;78.75;96;12.38;30.38;5.85;92;3576.5;93.242;1012.16;2.37;9.34
25/04/2019;28.46;24.7;170;110;80;92;12.5;28.57;5.2;92.18;3370;94.091;1280.93;3.09;9.78
26/04/2019;26.05;23.3;170;100;77;95;12.1;28.25;2.9;92.4;3938;93.716;1138.54;2.67;9.29
26/04/2019;23.04;23.45;170;110;80;91;12.1;27.6;2.5;92.8;3974;93.472;1060.43;2.55;9.98
27/04/2019;32.87;23.35;170;100;75;95;12.1;28.85;2.85;91.7;3988;90.503;1381.77;3.24;8.96
27/04/2019;32.87;23.35;170;110;79;95;12.15;26.65;2.6;92.1;4003;89.575;1488.78;3.59;9.84
29/04/2019;29.01;25.5;170.71;107.86;76;95.57;12.26;30.84;5.13;91.7;3470.57;90.091;1192.35;2.85;8.96
29/04/2019;27.06;25.19;170.71;110;79.43;92.86;12.33;28.76;4.36;92.1;3601.57;93.494;1194.57;2.88;9.61
30/04/2019;32.07;23.77;170;100;78;97;12.77;27.73;2.27;91.67;3985;92.778;1415.48;3.32;9.37
30/04/2019;32.13;22.53;170;110;80;90;12.77;26.2;2.33;92.13;3982;92.065;1502.85;3.62;10.13
2/05/2019;16;26.35;170;110;73.5;95;11.7;32.4;2.9;91.8;3974.5;93.458;614;1.48;8.46
2/05/2019;25.71;25.7;170;110;79;95;11.93;29.25;2.6;92.6;3994;93.42;1115.31;2.69;9.46
3/05/2019;28.65;26.47;170;110;77.67;95;11.45;32.2;6.23;92.15;3139;90.88;1193.88;2.88;9.12
3/05/2019;30.44;26.47;170;110;79;95;11.44;29.77;5.8;92.2;3303;89.069;1301.42;3.13;9.34
4/05/2019;33.18;21.6;170;105;76.5;95;12.2;26.9;2.4;92.4;3966;93.472;1482.57;3.52;9.59
4/05/2019;33.27;21.6;170;110;79.5;90;12.1;24.7;2.5;92.8;3957;89.994;1567.82;3.78;10.19
6/05/2019;26.57;24.18;170;103.33;75.5;95;12.48;29.73;4.27;92.07;3562.17;88.678;1109.8;2.62;8.99
6/05/2019;24.68;24.26;170;110;79.5;92.75;12.4;27.76;3.7;92.24;3710.5;89.018;1109.59;2.67;9.77
7/05/2019;25.74;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.41;88.904;971.01;2.21;7.91
7/05/2019;26.66;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.66;93.03;1005.72;2.29;7.91
8/05/2019;27.53;22.18;170;108;75.6;95;12.42;26.08;3.02;91.34;3990.6;89.713;1196.95;2.87;9.43
8/05/2019;26.37;22.18;170;110;78.6;95;12.48;26.22;2.74;91.58;4005.2;90.167;1210.9;2.92;9.96
9/05/2019;30.49;22.48;170;106;76.2;95;12.08;28.3;6.46;92.52;3206.8;93.184;1333.09;3.18;9.43
9/05/2019;26.63;22.48;170;110;79.4;95;12.14;26.16;5.84;92.1;3236.4;92.548;1233.68;2.97;10.04
10/05/2019;27.77;22.25;170;110;76;95;11.9;27.5;3.05;91.1;4007;91.5;1214.84;2.93;9.53
10/05/2019;24.55;22.25;170;110;80;95;12.15;25.75;2.4;92.2;4029;92.679;1153.9;2.78;10.17
11/05/2019;32.76;21.3;170;110;77;95;12.4;26.1;2.73;91.77;4014.33;91.632;1485.13;3.58;9.84
11/05/2019;33.03;21.5;170;110;80;95;12.3;24.8;2.8;92;4029;91.457;1572.64;3.79;10.29
13/05/2019;25.92;25;170;110;76.33;95;12.53;30.1;5.77;91.96;3358;90.071;1082.86;2.61;9.14
13/05/2019;25.92;24.8;170;110;77.5;95;12.45;28.6;6.2;91.97;3452;89.959;1111.76;2.68;9.36
14/05/2019;25.52;24;170;110;78;95;12.1;29.9;3.4;91.5;4033;91.864;1121.6;2.7;9.57
14/05/2019;23.83;24.15;170;110;78.5;95;11.9;27.5;3;92;4013;91.189;1054.12;2.54;9.63
15/05/2019;21.6;22.86;170;104.88;77.5;95;12.19;28.46;4.81;91.53;3400.13;92.368;960.57;2.28;9.55
15/05/2019;21.6;23;176;110;77.86;95;11.69;26.57;3.94;91.78;3719.29;91.615;964.44;2.32;9.71
16/05/2019;25.12;25;170;110;78.75;95;11.8;28.38;2.25;93.1;3973.5;91.721;1098.91;2.65;9.53
16/05/2019;33.94;25;170;108;69.4;104.4;11.48;30.66;1.82;94.52;4009.4;92.233;1226.48;2.94;7.97
20/05/2019;24.64;25.09;170;102.43;76.29;95;12.1;29.59;5.04;91.53;3489.71;90.231;1026.78;2.42;8.95
20/05/2019;23.59;24.57;170;109.29;78.29;95;11.91;28.19;4.77;91.8;3493.29;92.609;1031.4;2.48;9.51
21/05/2019;26.74;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.74;92.707;1008.73;2.3;7.91
21/05/2019;26.4;16.1;148.51;90.01;62.45;83.14;10.6;19.1;1.6;91.2;2221.67;89.047;995.91;2.27;7.91
22/05/2019;26.74;22.66;170.29;105.71;76.14;95;12.09;28.2;4.43;91.65;3728.57;90.196;1163.91;2.77;9.39
22/05/2019;23.32;23.2;170.2;109;78.9;95;11.98;26.94;4.35;91.96;3726.8;90.216;1057.18;2.54;9.82
23/05/2019;26.25;21.5;170;107.5;76.75;95;12.43;26.98;3.93;91.53;3803.5;89.325;1180.39;2.82;9.71
23/05/2019;20.36;21.5;170;110;78.75;95;12.38;24.95;3.4;91.87;3836.25;93.239;948.68;2.29;10.09
24/05/2019;32.18;20.7;170;110;77;95;12.8;26;2.6;91.4;3946;90.675;1474.55;3.55;9.94
24/05/2019;32.39;20.55;170;110;80;95;12.9;23.75;2.3;91.9;3958;92.878;1567.21;3.77;10.44
27/05/2019;24.66;24.08;170;110;75.25;95;12.65;29.75;2.4;91.4;3959;88.663;1027.01;2.47;9.12
27/05/2019;21.6;23.86;170;110;78.38;95;12.3;27.34;2.29;92.05;3969;90.716;958.46;2.31;9.66
28/05/2019;39.53;21.84;170;104;78.4;95;12.75;27.7;6.72;93.12;3255.8;91.474;1819.71;4.31;9.83
28/05/2019;23.7;22.5;170;110;79.33;95;12.7;26.07;6.8;91.79;3316;90.685;1096.2;2.64;10.02
29/05/2019;30.35;22.95;170;107.5;78.5;95;12.33;28.2;2.25;91.85;3992.5;91.333;1372.17;3.28;9.76
29/05/2019;23.42;22.15;170;110;77.5;95;12.42;25.68;3.6;93.25;3713.33;93.076;1055.04;2.54;9.79
30/05/2019;34.26;23.49;170;107.67;77.89;95;12.49;28.84;7.47;91.9;3699.89;91.129;1516.88;3.63;9.58
30/05/2019;18.61;23.33;170;110;77.3;95;12.43;26.77;4.2;93.84;3725;90.298;817.46;1.97;9.57
3/06/2019;26.55;23.55;170;107.5;77;95;12.9;29.28;4.3;91.6;3465.5;88.175;1154.99;2.76;9.42
3/06/2019;20.79;23.5;170;110;76.75;95;12.25;27.08;3.83;93;3613.5;89.151;901.03;2.17;9.45
4/06/2019;24.89;19.53;170;110;76.75;95;12.05;25.88;2.9;91.45;3993.25;89.568;1159.15;2.79;10.09
4/06/2019;20.8;18.1;170;110;82.33;95;12.03;22.07;2.23;93.07;4015;92.105;1087.34;2.62;11.18
5/06/2019;26.53;18.9;174.5;114;77;95;12.65;25.5;3.05;91.6;3997;94.305;1254.52;3.06;10.33
5/06/2019;22.74;19.4;171;114;76.67;95;12.47;23.2;2.47;92.57;4015;89.525;1059.94;2.58;10.2
6/06/2019;27;20.4;173;114.6;77;95;12.36;26.6;5.96;92.06;3164;93.893;1243.79;3.04;10.11
6/06/2019;19.01;20.58;172.8;113;73;95;12.4;23.34;5.48;91.57;3432;87.648;811.04;1.97;9.39
7/06/2019;26.58;20.34;172.4;112.6;76.6;95;12.28;25.94;2.62;92.04;4008.4;90.706;1217.08;2.95;10
7/06/2019;33.14;20.12;173.33;113.5;74.5;95;12.22;23.57;2.27;93.15;4021.33;93.609;1466.75;3.57;9.72
8/06/2019;31.99;19.2;175;115;78;95;12.9;25.1;2.8;91.8;3998;91.411;1530.93;3.74;10.47
10/06/2019;26.87;22.89;173.5;115.38;77;95;12.54;29.38;3.96;91.5;3794.5;93.449;1183.34;2.89;9.72
